    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,sa,dt,mm,dm,bum,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otp,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,saca,trc,smon,smpd,smop,hi,res,phdt,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,fsa,cit,wi,ss,pa,ah,sp,co,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,adtx,bdtx,cdtx,mdtx,odtx,tgd,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,snr,fem,male,du,duo,acc,acm,acu,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,opc,sae,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,fqhc,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,dlc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,pefp,aot,msnh,ipsy,shp,vahc,mmd,antpych,mpep,aim,fed,sotp,dea,mhc,samf,mhpa,hbt,hct,labt,tod,vapn,vapp,vppd,oudo,nx,fx,mws,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40 
Taunton Comprehensive Treatment Center,,66 Main Street,,Taunton,MA,02780,,Bristol,508-880-1598,,508-880-1598 x1,,http://www.ctcprograms.com/location/taunton-comprehensive-treatment-center/,41.9019234,-71.0899645,SU,,1,,1,,1,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,,,1,,,,1,,,1,1,1,,1,,1,,,,,,,,,,1,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,1,1,1,,,,1,1,1,1,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
VOA Behavioral Health Services,,5 Post Office Square,,Taunton,MA,02780,,Bristol,508-822-4027,Intakes,617-770-9690 x2,617-770-9690,http://www.voamass.org,41.9015476,-71.0944441,SU,,1,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,1,1,1,,,1,,,,,,1,1,,,1,1,,,,1,1,,1,1,1,,1,1,1,,1,,1,1,1,,1,1,1,,1,1,,,1,,1,1,1,1,1,,1,,1,,1,1,,,1,1,,1,,1,,,1,1,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
VOA Behavioral Health Services,,5 Post Office Square,,Taunton,MA,02780,,Bristol,508-822-4027,Intakes,617-770-9690 x2,617-770-9690,http://www.voamass.org,41.9015476,-71.0944441,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,,,,,1,1,,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
JRI Behavioral Health Center,Southeast Behavioral Health Center,35 Summer Street,Suite 202,Taunton,MA,02780,,Bristol,508-828-1308,,,,http://www.jri.org,41.9002201,-71.0882861,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,1,1,1,,,,1,,,,1,,,,,,1,1,1,,1,,,,,1,1,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,1,,1,,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
JRI Behavioral Health Center,Southeast Behavioral Health Center,35 Summer Street,Suite 202,Taunton,MA,02780,,Bristol,508-828-1308,,,,http://www.jri.org,41.9002201,-71.0882861,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,
Community Counseling of Bristol County,Behavioral Health Adult Counseling,1 Washington Street,,Taunton,MA,02780,,Bristol,508-828-9116,,,,http://www.comcounseling.org,41.9006623,-71.098632,SU,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,,,1,,,1,1,,,,1,,,,,,,,1,1,1,,,1,,1,1,,,1,,1,,,,1,1,1,,1,,,,,1,1,1,1,,1,1,,1,1,,1,,1,,1,,1,1,1,,1,1,,,1,,1,1,1,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Counseling of Bristol County,Behavioral Health Adult Counseling,1 Washington Street,,Taunton,MA,02780,,Bristol,508-828-9116,,,,http://www.comcounseling.org,41.9006623,-71.098632,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,1,1,,,1,1,1,1,,,1,1,,,,,,1,,,1,1,,1,1,1,,1,,1,,1,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,
Better Life Partners,,111 High Street,,Taunton,MA,02780,,Bristol,866-679-0831,,,,https://betterlifepartners.com,41.8996004,-71.096909,SU,,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,1,,1,,,,,1,,,,,,,,1,1,,,,1,,1,1,,,1,,,1,1,,1,1,,,1,1,,,,,1,1,1,1,,,,,1,1,,,,1,1,,1,1,1,1,,,1,,1,,1,1,1,,,1,,,,,,,,,,1,1,,,1,,1,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Better Life Partners,,111 High Street,,Taunton,MA,02780,,Bristol,866-679-0831,,,,https://betterlifepartners.com,41.8995841,-71.0969391,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahorse Behavioral Inc,,511 West Grove Street,Suite 305,Middleboro,MA,02346,,Plymouth,508-748-3736,,,,http://www.seahorsebehavioral.com,41.9003291,-70.953569,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,1,,1,,,,1,,1,1,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
South Shore Recovery Center,,182 Standish Avenue,,Plymouth,MA,02360,,Plymouth,774-252-9364,,,,http://www.southshorerecovery.com,41.9692439,-70.6848912,SU,,1,,,,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,1,1,1,,1,,,,,,1,1,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
South Shore Recovery Center,,182 Standish Avenue,,Plymouth,MA,02360,,Plymouth,774-252-9364,,,,http://www.southshorerecovery.com,41.9692439,-70.6848912,MH,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CleanSlate Centers,Medicine/Plymouth,61 Industrial Park Road,,Plymouth,MA,02360,,Plymouth,508-503-5020,,,,http://www.cleanslatecenters.com,41.9577468,-70.704463,SU,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,1,1,,1,1,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,1,1,,1,1,,1,,1,1,1,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
High Point Multi Service Center,Plymouth,61 Industrial Park Road,,Plymouth,MA,02360,,Plymouth,508-830-1234,,774-773-6668,,http://www.hptc.org,41.9577468,-70.704463,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,1,1,1,,1,1,1,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,1,,1,,,1,,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,,,,1,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
High Point Multi Service Center,Plymouth,61 Industrial Park Road,,Plymouth,MA,02360,,Plymouth,508-830-1234,,774-773-6668,,http://www.hptc.org,41.9577468,-70.704463,SU,,1,,1,,1,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,1,,1,1,,,,,,,,,,,,1,,1,,1,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,1,1,1,,,1,,,,1,1,1,1,1,,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,,,,,,,1,1,1,1,1,,,,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,1,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
Veterans Inc,Independence Hall,59 South Street,,Shrewsbury,MA,01545,,Worcester,508-845-6176 x2052,,508-845-6176 x2097,,http://www.recoverindependence.org,42.2921664,-71.6992335,SU,,1,,,,,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,,,,,,,,,,,1,,,1,1,,1,1,1,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,1,,,,,,,1,1,1,,,1,1,1,1,1,,,1,,,1,1,,1,1,,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Veterans Inc,Independence Hall,59 South Street,,Shrewsbury,MA,01545,,Worcester,508-845-6176 x2052,,508-845-6176 x2097,,http://www.recoverindependence.org,42.2921664,-71.6992335,MH,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,1,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,1,,,,,,1,,1,1,,1,1,1,,,,,,,,,1,1,,1,,,,1,1,,1,,,1,,1,1,1,1,,,,1,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,,,,,,,,,1,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
FCP Inc,DBA Family Continuity,76 Church Street,Suite 301,Whitinsville,MA,01588,,Worcester,508-234-4181,,,,http://www.familycontinuity.org,42.1113822,-71.6612539,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,1,,,1,,,,1,1,1,1,,,1,,,,,1,1,,1,,1,,1,,,,1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,,1,,1,1,,,1,,,1,1,,,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FCP Inc,DBA Family Continuity,76 Church Street,Suite 301,Whitinsville,MA,01588,,Worcester,508-234-4181,,,,http://www.familycontinuity.org,42.1113822,-71.6612539,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,1,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Psych Services,,425 North Lake Avenue,Suite 101,Worcester,MA,01605,,Worcester,508-753-3220,,,,http://www.psychma.com,42.2941272,-71.760344,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,1,1,1,,1,1,1,1,1,1,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Community Health Connections Inc,,165 Mill Street,,Leominster,MA,01453,,Worcester,978-878-8100,,,,http://www.chcfhc.org,42.5321021,-71.7476154,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,1,,,1,1,1,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Health Connections Inc,,165 Mill Street,,Leominster,MA,01453,,Worcester,978-878-8100,,,,http://www.chcfhc.org,42.5321021,-71.7476154,SU,,1,,,,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,1,1,,,1,1,,,,,,1,1,,,1,1,,,,1,1,1,1,1,,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,,,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,1,1,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,,,,,
CleanSlate Centers,,165 Mill Street,2nd Floor,Leominster,MA,01453,,Worcester,978-227-1046,,,,http://www.cleanslatecenters.com,42.5321021,-71.7476154,SU,,1,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,1,,,,1,,,1,1,,1,1,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,1,1,,1,1,,1,,1,1,1,1,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Catholic Charities,Leominster Womens Program,196 Mechanic Street,,Leominster,MA,01453,,Worcester,508-754-1865,Intakes,508-860-2246,508-860-2200,http://www.ccworc.org,42.5237906,-71.7506814,MH,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,1,,,,,1,1,,1,,1,,1,1,,1,,,1,,1,1,1,,1,,,,,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,1,1,,,,,,1,,1,,,,,,,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,
Catholic Charities,Leominster Womens Program,196 Mechanic Street,,Leominster,MA,01453,,Worcester,508-754-1865,Intakes,508-860-2246,508-860-2200,http://www.ccworc.org,42.5237906,-71.7506814,SU,,1,,,,1,,1,1,1,1,,1,,1,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,,,,1,,1,1,1,,,1,1,,1,1,,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,,,,,,1,1,1,1,,1,1,1,1,1,1,,1,,,1,1,,1,,,,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,1,,,,,1,,1,,1,1,1,1,1,1,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,
Lake Avenue Recovery LLC,,425 Lake Avenue North,Suite202,Worcester,MA,01605,,Worcester,508-794-4400,,,,http://www.lakeaverecovery.com,42.248921,-71.749228,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,,,1,,,,,,1,1,1,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,1,,1,,,1,1,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,,1,1,,1,1,1,1,,,1,1,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,1,,,,1,1,1,,,1,,1,1,1,,,,,,1,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
